Track,Artist,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,Tag
RAPSTAR,Polo G,0.41,0.789,0.536,0.0,6,0.129,-6.862,1,0.242,81.039,4,0.437,Giuliana
Huh,Lucrative Tee,0.00819,0.857,0.646,0.0,3,0.0662,-8.142,0,0.261,94.995,4,0.535,Giuliana
MALA SANTA,Becky G,0.311,0.851,0.701,0.000211,9,0.163,-3.649,1,0.0396,98.039,4,0.527,Gianluca
Dah Dah DahDah,Nardo Wick,0.149,0.66,0.373,0.0,11,0.106,-10.234,1,0.595,167.912,4,0.35,Giuliana
Chillen In The Hills,BreezeWavBeatz,0.804,0.752,0.846,0.0076,9,0.112,-7.182,0,0.0669,140.03,4,0.436,Giuliana
Suavemente,Soolking,0.335,0.854,0.682,0.000926,7,0.0569,-5.212,1,0.053,140.019,4,0.507,Gianluca
Ave María (Arr. Víkingur Ólafsson) - Upright Piano,Sigvaldi Kaldalóns,0.995,0.33,0.00357,0.953,3,0.0989,-33.142,1,0.0339,100.741,3,0.121,Laura
Just A Girl,No Doubt,0.0662,0.638,0.906,6.88e-05,2,0.142,-4.824,1,0.0504,107.991,4,0.767,Erika
Te Boté - Remix,Nio Garcia,0.542,0.903,0.675,1.28e-05,11,0.0595,-3.445,0,0.214,96.507,4,0.442,Gianluca
Loser,3 Doors Down,0.0108,0.493,0.88,2.66e-05,6,0.226,-6.424,0,0.0693,147.913,4,0.389,Erika
La Jeepeta - Remix,Nio Garcia,0.3,0.815,0.715,4.83e-06,4,0.091,-4.65,0,0.207,176.007,4,0.786,Gianluca
"Cello Sonata in G Minor, Op. 65: III. Largo",Frédéric Chopin,0.983,0.124,0.0103,0.85,10,0.0988,-31.768,1,0.04,84.374,3,0.08,Laura
Thunder,Pace Otto,0.326,0.595,0.65,0.0,11,0.118,-8.587,0,0.519,76.881,4,0.899,Giuliana
Hold That Heat (feat. Travis Scott),Southside,0.0295,0.744,0.608,0.0,2,0.397,-6.386,1,0.0442,130.045,4,0.0692,Giuliana
Hasta el Amanecer,Nicky Jam,0.282,0.832,0.608,0.0,6,0.0761,-6.042,0,0.0385,94.013,4,0.589,Gianluca
“Ten Minutes Ago” (Reprise),Cinderella Ensemble,0.842,0.219,0.563,0.000412,5,0.0905,-6.919,1,0.0396,171.601,3,0.175,Laura
La Gozadera (feat. Marc Anthony),Gente De Zona,0.166,0.616,0.989,0.0,9,0.172,-1.698,0,0.0483,95.036,4,0.902,Gianluca
"Ave verum corpus, K.618 (Arr. for Piano by Franz Liszt)",Wolfgang Amadeus Mozart,0.986,0.435,0.00354,0.909,11,0.096,-39.482,1,0.0485,68.542,4,0.179,Laura
LA CANCIÓN,J Balvin,0.152,0.754,0.646,1.85e-05,7,0.108,-5.795,1,0.317,176.089,4,0.429,Gianluca
Addicted,Squingy,0.052,0.505,0.827,0.0,1,0.532,-8.99,1,0.232,89.739,4,0.721,Giuliana
Choca,Plan B,0.221,0.853,0.826,2.37e-06,4,0.0575,-4.837,0,0.11,88.004,4,0.521,Gianluca
ULTRA SOLO REMIX,Polimá Westcoast,0.0777,0.909,0.824,0.00387,1,0.0638,-4.627,1,0.0797,109.97,4,0.585,Gianluca
String Quartet No. 2 in A Minor: II. Andante cantabile (Arr. Colbert for String Ensemble),Florence Beatrice Price,0.706,0.152,0.0283,0.563,9,0.162,-30.525,1,0.0468,87.008,4,0.0348,Laura
god save me,Machine Gun Kelly,0.0297,0.536,0.809,0.0,4,0.292,-5.47,1,0.0898,168.003,4,0.604,Erika
Chingar,Celayn,0.113,0.838,0.667,6.81e-06,10,0.0752,-5.272,1,0.0576,98.012,4,0.588,Gianluca
Orderly Chaos - Original Mix,Alignment,0.0215,0.685,0.919,0.916,7,0.0811,-6.099,1,0.0546,140.001,4,0.175,Andrea
Take Me Out,Franz Ferdinand,0.000409,0.277,0.663,0.00051,4,0.136,-8.821,0,0.0377,104.561,4,0.527,Erika
Big Poppa - 2005 Remaster,The Notorious B.I.G.,0.301,0.73,0.608,0.0,9,0.207,-6.417,0,0.295,84.555,4,0.753,Giuliana
Mon Fre - feat. Emis Killa,Shiva,0.0791,0.841,0.821,0.0,6,0.172,-3.802,1,0.234,106.003,4,0.545,Giuliana
Ram Pam Pam,NATTI NATASHA,0.248,0.909,0.785,3.55e-06,5,0.228,-3.648,0,0.0637,96.984,4,0.903,Gianluca
ACID PLAAT,Krabi,0.0789,0.711,0.783,0.375,4,0.203,-8.015,1,0.221,75.007,4,0.412,Andrea
Headshot (feat. Polo G & Fivio Foreign),Lil Tjay,0.0802,0.808,0.639,0.0,1,0.15,-7.266,0,0.279,118.0,4,0.395,Giuliana
Pull Up,2xkendrick,0.395,0.695,0.392,0.0287,0,0.113,-14.682,1,0.0835,159.933,4,0.203,Giuliana
Train in Vain (Stand by Me) - Remastered,The Clash,0.0899,0.764,0.717,0.000519,2,0.125,-8.711,1,0.0416,122.758,4,0.962,Erika
Fracture,Stephan Moccio,0.99,0.324,0.0186,0.934,2,0.105,-28.248,1,0.0476,85.297,4,0.126,Laura
Tsirani Tsar,Tigran Hamasyan,0.994,0.191,0.0262,0.953,5,0.115,-27.415,0,0.049,77.258,3,0.0687,Laura
Good Love,Hannah Laing,0.127,0.775,0.817,0.00273,1,0.215,-4.921,1,0.0656,140.033,4,0.386,Andrea
Pompeii (Techno),FUTURAMI,0.151,0.606,0.726,0.18,10,0.718,-5.782,1,0.183,150.022,4,0.268,Andrea
Lloyd Webber: Variation 10,Andrew Lloyd Webber,0.973,0.324,0.124,0.785,9,0.107,-19.661,0,0.0401,85.467,3,0.14,Laura
Hola - Remix,Dalex,0.471,0.655,0.672,0.0,0,0.0767,-5.98,0,0.311,181.877,4,0.343,Gianluca
La Despedida,Daddy Yankee,0.0909,0.745,0.994,0.0546,2,0.0684,-2.194,0,0.0497,122.049,4,0.972,Gianluca
Into The Wild,Beico,0.00132,0.789,0.894,0.907,4,0.615,-4.112,1,0.0679,132.005,4,0.502,Andrea
High And Dry,Radiohead,0.0718,0.418,0.383,0.0177,4,0.0896,-11.782,1,0.0257,87.773,4,0.352,Erika
Absolutely (Story of a Girl) - Radio Mix,Nine Days,0.000891,0.481,0.94,0.0,7,0.0939,-5.204,1,0.066,96.493,4,0.66,Erika
Who Am I (What’s My Name)?,Snoop Dogg,0.000813,0.734,0.735,3.25e-05,7,0.559,-6.201,1,0.065,96.806,4,0.729,Giuliana
Love Of My Life - Remastered 2011,Queen,0.933,0.329,0.179,5.04e-06,5,0.115,-11.589,1,0.0299,154.175,4,0.255,Erika
Notorious B.I.G. (feat. Lil' Kim & Puff Daddy) - 2005 Remaster,The Notorious B.I.G.,0.0531,0.904,0.826,0.0,1,0.214,-2.372,0,0.272,101.35,4,0.824,Giuliana
Coke In My Nose,Broken Minds,0.0368,0.574,0.974,0.0124,1,0.0698,-2.325,1,0.275,184.939,4,0.182,Andrea
Here's to the Night,Eve 6,0.0405,0.583,0.652,0.000378,7,0.0781,-6.255,1,0.0244,97.469,4,0.352,Erika
Ballin,Logic,0.0475,0.737,0.854,0.0,3,0.0905,-6.414,0,0.221,150.621,4,0.65,Giuliana
II. floating leaf,Konstantia Gourzi,0.995,0.248,0.00832,0.923,5,0.0669,-38.205,0,0.0485,175.256,3,0.239,Laura
Call Me Maybe (Techno),Hyper Kenzo,0.0656,0.811,0.84,0.0,7,0.294,-5.988,1,0.273,147.959,4,0.654,Andrea
All In This - Original mix,MAHTAL,0.000562,0.634,0.995,0.034,8,0.103,-6.522,1,0.221,160.041,4,0.0365,Andrea
Gangrena,Unicorn On Ketamine,0.0497,0.666,0.976,0.0275,2,0.0639,2.708,1,0.298,115.076,4,0.0766,Andrea
Levels (Techno),XEKNO!,0.448,0.755,0.509,0.417,6,0.116,-9.536,1,0.0777,149.975,4,0.532,Andrea
Faded (Techno),Astech,0.223,0.809,0.355,9.31e-06,9,0.134,-10.078,1,0.0825,144.943,4,0.0711,Andrea
Una Noche en Medellín,Cris Mj,0.0924,0.87,0.548,4.6e-05,10,0.0534,-5.253,0,0.077,96.018,4,0.832,Gianluca
Message In A Bottle,The Police,0.0338,0.577,0.808,1.33e-05,1,0.221,-7.04,0,0.039,151.008,4,0.869,Erika
Dile,La Nueva Escuela,0.127,0.817,0.779,0.0,11,0.0838,-1.033,1,0.0748,124.98,4,0.844,Gianluca
T.N.T.,AC/DC,0.153,0.754,0.759,0.000108,9,0.101,-5.218,1,0.302,126.366,4,0.435,Erika
La Llevo Al Cielo (Ft. Ñengo Flow),Chris Jedi,0.105,0.795,0.845,1.14e-05,9,0.172,-3.809,0,0.135,170.023,4,0.769,Gianluca
Today - 2011 Remaster,The Smashing Pumpkins,3.35e-05,0.456,0.826,0.57,8,0.0548,-7.611,1,0.0268,82.539,4,0.415,Erika
Hit 'Em Up - Single Version,2Pac,0.0394,0.916,0.844,0.0,7,0.0778,-3.967,1,0.236,95.19,4,0.586,Giuliana
Walk It Talk It,Migos,0.0876,0.907,0.633,2.6e-06,2,0.106,-5.145,1,0.184,145.914,4,0.395,Giuliana
Besos Moja2,Wisin & Yandel,0.0584,0.736,0.727,1.91e-06,5,0.0976,-4.642,0,0.0571,94.048,4,0.644,Gianluca
Broke In A Minute,Tory Lanez,0.144,0.929,0.7,0.0,0,0.349,-5.595,0,0.0906,120.009,4,0.802,Giuliana
"Piano Concerto in A Minor, Op. 16: I. Allegro molto moderato",Edvard Grieg,0.98,0.319,0.0462,0.833,9,0.0942,-26.425,0,0.0388,113.946,4,0.037,Laura
THE HANGING TREE - (TECHNO),BASSTON,0.134,0.647,0.661,0.000201,9,0.194,-12.433,0,0.235,144.852,4,0.274,Andrea
RUSSISCHE BAS,DIKKE BAAP,0.191,0.642,0.991,0.751,11,0.821,-4.822,0,0.103,162.017,3,0.0658,Andrea
STROLLING,One.RF,0.169,0.671,0.392,2.29e-05,10,0.105,-12.356,0,0.33,71.785,4,0.569,Giuliana
It Ain't Hard to Tell,Nas,1.7e-05,0.69,0.729,0.0431,11,0.152,-5.819,0,0.221,91.376,4,0.357,Giuliana
Conversations,Juice WRLD,0.176,0.747,0.622,0.0,11,0.151,-5.825,1,0.0838,159.93,4,0.57,Giuliana
Get Off,The Dandy Warhols,0.0161,0.459,0.862,0.0,4,0.345,-4.876,0,0.0337,146.23,4,0.654,Erika
(Oh) Pretty Woman - 2015 Remaster,Van Halen,0.192,0.441,0.97,1.68e-06,1,0.312,-2.1,0,0.0708,128.289,4,0.5,Erika
Whole Lotta Love - 1990 Remaster,Led Zeppelin,0.0484,0.412,0.902,0.131,9,0.405,-11.6,1,0.405,89.74,4,0.422,Erika
Last Christmas - Hypertechno Mix,KAJAK,0.0199,0.565,0.829,0.0,9,0.347,-4.722,1,0.0649,151.033,4,0.284,Andrea
Bang Bang,Sfera Ebbasta,0.268,0.553,0.742,0.0,0,0.341,-5.115,1,0.0368,95.021,4,0.437,Giuliana
NO PARE - REMIX,NATTI NATASHA,0.171,0.872,0.815,3.02e-06,11,0.25,-2.917,0,0.101,99.978,4,0.637,Gianluca
Barber: Adagio for Strings,Samuel Barber,0.974,0.102,0.0733,0.859,10,0.28,-24.133,0,0.0488,73.954,3,0.0308,Laura
Iris,The Goo Goo Dolls,0.00133,0.291,0.79,5.61e-06,11,0.0811,-5.683,0,0.0363,155.667,3,0.513,Erika
Bring The Pain,Method Man,0.38,0.835,0.456,0.00359,6,0.16,-10.195,0,0.266,101.889,4,0.224,Giuliana
"The Carnival of the Animals, R. 125: XIII. The Swan (Arr. for Cello and Piano)",Camille Saint-Saëns,0.986,0.169,0.0161,0.86,9,0.0805,-31.034,0,0.0442,128.143,3,0.0573,Laura
Highway Star - Remastered 2012,Deep Purple,0.135,0.307,0.909,0.0336,9,0.125,-7.08,0,0.0574,173.674,4,0.443,Erika
"Ravel: Pavane pour une infante défunte, M. 19",Maurice Ravel,0.994,0.491,0.0176,0.927,4,0.0985,-26.911,0,0.0644,125.793,3,0.0901,Laura
AMERICA HAS A PROBLEM (feat. Kendrick Lamar),Beyoncé,0.011,0.788,0.694,1.48e-05,1,0.142,-5.308,1,0.0372,126.042,4,0.229,Giuliana
Simon Says,Pharoahe Monch,0.141,0.622,0.913,2.71e-05,1,0.12,-3.701,1,0.462,92.222,4,0.546,Giuliana
"Rocket Man (I Think It's Going To Be A Long, Long Time)",Elton John,0.432,0.601,0.532,6.25e-06,10,0.0925,-9.119,1,0.0286,136.571,4,0.341,Erika
Perspective,Auk.,0.000199,0.665,0.792,0.866,0,0.11,-8.327,0,0.0695,135.973,4,0.0356,Andrea
King - Techno Remix,Hyper Hamster,0.0514,0.695,0.665,1.01e-05,0,0.138,-5.87,0,0.126,143.952,4,0.545,Andrea
Angeli Domini - with Jane in the Box,VIZE,0.203,0.785,0.462,0.878,6,0.13,-4.445,1,0.0531,150.102,4,0.347,Andrea
Fxck,Luciid,2.38e-05,0.684,0.898,0.755,10,0.156,-6.917,0,0.178,74.999,4,0.0343,Andrea
Hammertime,Rooler,0.12,0.555,0.939,7.88e-06,1,0.0726,-2.746,1,0.413,160.06,4,0.229,Andrea
Rock With Me,Will Clarke,0.00189,0.744,0.697,0.855,10,0.62,-9.033,0,0.0575,129.994,4,0.434,Andrea
Háblame Claro,De La Rosa,0.0122,0.763,0.746,0.0,11,0.104,-7.278,1,0.0562,98.009,4,0.756,Gianluca
Sock It 2 Me (feat. Da Brat),Missy Elliott,0.00791,0.874,0.498,0.00375,8,0.102,-9.108,1,0.233,81.997,4,0.599,Giuliana
Show Me,Julie Andrews,0.807,0.603,0.51,0.0,2,0.468,-8.746,1,0.0462,72.876,4,0.723,Laura
"Ice Cream (feat. Ghostface Killah, Method Man & Cappadonna)",Raekwon,0.219,0.683,0.902,0.000761,1,0.226,-7.389,0,0.291,90.447,4,0.724,Giuliana
If I Ruled the World (Imagine That) (feat. Lauryn Hill),Nas,0.0474,0.879,0.564,9.43e-06,10,0.0519,-7.682,0,0.247,93.908,4,0.523,Giuliana
"Another Brick In The Wall, Pt. 2 - 2011 Remastered Version",Pink Floyd,0.0704,0.693,0.353,0.00113,0,0.503,-17.852,1,0.0414,104.143,4,0.75,Erika
I'm Good (Techno),Astech,0.261,0.717,0.773,8.94e-06,5,0.113,-6.382,0,0.0849,145.011,4,0.669,Andrea
Holdin On,Tr King,0.486,0.865,0.346,0.0,10,0.143,-13.689,1,0.357,118.99,4,0.493,Giuliana
Demasiado Tarde,Bastte,0.041,0.817,0.589,8.37e-05,1,0.0689,-7.993,1,0.0476,94.985,4,0.384,Gianluca
STAI ZITTO (feat. Fabri Fibra),Salmo,0.0917,0.705,0.796,0.0,6,0.335,-5.214,1,0.295,100.196,4,0.909,Giuliana
Glc Coupe,Hollywood X,0.0739,0.913,0.519,1.05e-05,10,0.0984,-9.5,0,0.073,136.93,4,0.341,Giuliana
Hit Me With Your Best Shot,Pat Benatar,0.117,0.741,0.58,3.31e-05,4,0.212,-9.05,1,0.0304,127.402,4,0.944,Erika
You Give Love A Bad Name,Bon Jovi,0.0663,0.541,0.96,2.25e-06,0,0.344,-2.947,0,0.0505,122.803,4,0.812,Erika
Megator,T78,0.00127,0.717,0.986,0.838,11,0.0222,-5.267,0,0.158,129.989,4,0.109,Andrea
Options,Mr.Reaper,0.0265,0.73,0.798,0.0,0,0.0666,-4.529,0,0.477,163.901,4,0.527,Giuliana
Oh Yeah,Foxy Brown,0.00452,0.618,0.691,3.17e-06,10,0.0614,-7.041,0,0.308,170.446,4,0.762,Giuliana
Plain Jane,A$AP Ferg,0.0651,0.797,0.844,0.0,11,0.087,-5.482,1,0.275,170.142,4,0.52,Giuliana
"Ooh Wee (feat. Ghostface Killah, Nate Dogg, Trife & Saigon)",Mark Ronson,0.0278,0.727,0.961,7.85e-06,4,0.334,-3.761,0,0.098,105.031,4,0.8,Giuliana
Tití Me Preguntó,Bad Bunny,0.0993,0.65,0.715,0.000291,5,0.126,-5.198,0,0.253,106.672,4,0.187,Gianluca
Candy Shop,50 Cent,0.0253,0.614,0.574,3.2e-05,11,0.38,-7.961,1,0.466,125.173,5,0.755,Giuliana
Phonky Tribu - Radio Edit,Funk Tribu,0.000163,0.73,0.944,0.794,1,0.0313,-7.129,0,0.0443,160.001,4,0.597,Andrea
Antes,Anuel AA,0.046,0.817,0.737,1.57e-05,6,0.092,-5.453,0,0.102,93.985,4,0.67,Gianluca
Ave Maria,Charles Gounod,0.993,0.132,0.0195,0.888,0,0.0569,-29.76,1,0.0445,81.616,3,0.14,Laura
Walk,Kodak Black,0.037,0.817,0.512,0.0,8,0.216,-6.943,1,0.0984,130.04,4,0.17,Giuliana
Sonate pour hautbois et piano: Déploration,Francis Poulenc,0.965,0.216,0.0187,0.931,10,0.102,-28.509,0,0.0408,107.597,4,0.0365,Laura
Creep,Radiohead,0.0102,0.515,0.43,0.000141,7,0.129,-9.935,1,0.0369,91.841,4,0.104,Erika
Solo,Amenazzy,0.3,0.637,0.513,0.000571,11,0.0981,-6.846,0,0.283,196.088,4,0.27,Gianluca
Heaven Knows I'm Miserable Now - 2011 Remaster,The Smiths,0.028,0.609,0.759,0.0,6,0.183,-4.862,1,0.0276,114.045,4,0.774,Erika
Notturno for Strings and Harp,Arnold Schoenberg,0.941,0.0979,0.0801,0.431,8,0.115,-19.643,1,0.0458,75.314,4,0.0608,Laura
"Delius: 2 Pieces for Small Orchestra: No. 1, On Hearing the First Cuckoo in Spring",Frederick Delius,0.851,0.0716,0.0408,0.901,7,0.0844,-28.284,1,0.0399,77.047,4,0.0377,Laura
Our House,"Crosby, Stills, Nash & Young",0.896,0.592,0.205,5.46e-05,9,0.119,-14.601,1,0.048,140.282,4,0.378,Erika
"The Mausoleum at Halicarnassus - From ""Seven Wonders"" Suite",Stuart Mitchell,0.948,0.0854,0.0411,0.768,11,0.0802,-27.974,0,0.0427,74.814,4,0.0526,Laura
The Lost Art Of Keeping A Secret,Queens of the Stone Age,0.0655,0.549,0.79,0.0118,1,0.691,-4.781,1,0.0343,110.79,4,0.43,Erika
Dani California,Red Hot Chili Peppers,0.0193,0.556,0.913,8.59e-06,0,0.346,-2.36,1,0.0437,96.184,4,0.73,Erika
Seether,Veruca Salt,0.00249,0.612,0.859,0.00163,8,0.158,-9.175,1,0.0439,136.212,4,0.684,Erika
DiesesDrecksZeug,Toxic Offiziell,0.0274,0.813,0.563,0.076,11,0.387,-6.693,0,0.249,87.481,4,0.196,Andrea
This Is The Life,LIZOT,0.0139,0.719,0.89,0.00016,1,0.171,-2.621,0,0.0515,94.971,1,0.564,Andrea
Erba & WiFi,Marracash,0.0695,0.65,0.773,0.0,2,0.473,-5.228,0,0.0914,82.776,4,0.6,Giuliana
Feel The Rhythm,FOVOS,0.0011,0.678,0.755,0.391,11,0.483,-6.448,1,0.0552,135.001,4,0.0537,Andrea
My Way,Limp Bizkit,0.02,0.576,0.864,1.68e-06,6,0.683,-3.981,1,0.0462,97.225,4,0.609,Erika
Ayy Macarena - Remix,Tyga,0.167,0.805,0.65,0.0,2,0.0763,-4.224,1,0.182,96.458,4,0.556,Gianluca
Non sento niente,Mondo Marcio,0.134,0.748,0.726,0.169,9,0.166,-5.116,0,0.0595,90.014,4,0.865,Giuliana
Energy,Luke Mendini,0.00576,0.554,0.979,0.497,1,0.171,-5.718,1,0.0497,135.002,4,0.36,Andrea
La Nota,Manuel Turizo,0.18,0.736,0.632,0.0,11,0.349,-4.939,0,0.0648,92.03,4,0.503,Gianluca
Snap Yo Fingers,Lil Jon,0.00647,0.835,0.757,0.0,8,0.29,-5.029,0,0.23,82.038,4,0.626,Giuliana
Ibiza,Ozuna,0.25,0.69,0.71,0.0,5,0.108,-5.144,1,0.335,192.068,4,0.726,Gianluca
Otis,JAY-Z,0.552,0.754,0.631,0.0,7,0.5,-4.751,0,0.307,94.577,4,0.432,Giuliana
Brooklyn's Finest,JAY-Z,0.135,0.495,0.715,1.04e-06,6,0.0748,-8.855,1,0.497,189.862,4,0.743,Giuliana
Suite compostelana: II. Coral,Federico Mompou,0.989,0.455,0.00162,0.855,6,0.124,-34.232,0,0.0521,75.417,4,0.157,Laura
"Carnaval, Op. 9: No. 5. Eusebius (Adagio - Più lento molto teneramente)",Robert Schumann,0.995,0.391,0.00316,0.925,10,0.068,-36.233,1,0.0382,69.792,3,0.143,Laura
Money Longer,Lil Uzi Vert,0.0541,0.795,0.568,0.0,5,0.108,-7.817,0,0.142,136.173,4,0.478,Giuliana
"Many A New Day - From ""Oklahoma!"" Soundtrack",Shirley Jones,0.926,0.605,0.124,0.0,2,0.386,-13.175,1,0.0407,121.451,4,0.41,Laura
Cuerpo en Venta,Noriel,0.161,0.696,0.601,0.0,11,0.0974,-5.749,1,0.302,91.924,4,0.408,Gianluca
It's My Life,Bon Jovi,0.0263,0.551,0.913,1.35e-05,0,0.347,-4.063,0,0.0466,119.992,4,0.544,Erika
Come As You Are,Nirvana,0.00016,0.5,0.824,0.00161,4,0.0916,-5.846,0,0.0388,120.125,4,0.539,Erika
Moment,Nicolas Binder,0.213,0.637,0.726,0.596,8,0.631,-14.114,1,0.0595,140.011,4,0.342,Andrea
Otro Trago - Remix,Sech,0.0711,0.725,0.79,1.14e-06,0,0.0602,-2.331,1,0.197,175.988,4,0.763,Gianluca
Heart Of Glass - Special Mix,Blondie,0.015,0.694,0.577,0.00836,4,0.0853,-14.63,1,0.0308,114.478,4,0.845,Erika
Alwayz Into Somethin',N.W.A.,0.0114,0.709,0.874,0.0,7,0.213,-4.522,1,0.193,88.546,4,0.832,Giuliana
Perfect,Simple Plan,0.0273,0.494,0.672,0.0,3,0.105,-4.877,1,0.0405,156.208,4,0.557,Erika
California Dreamin' (Techno),Way 2 Hard,0.00224,0.687,0.909,9.41e-05,1,0.365,-5.967,0,0.0552,134.995,4,0.695,Andrea
Let Me Blow Ya Mind,Eve,0.242,0.908,0.557,0.0,8,0.0709,-4.243,0,0.107,90.032,4,0.897,Giuliana
No Cigar,Millencolin,0.000287,0.383,0.986,0.0,9,0.179,-2.796,1,0.0617,157.871,4,0.578,Erika
ROCKSTAR (feat. Roddy Ricch),DaBaby,0.247,0.746,0.69,0.0,11,0.101,-7.956,1,0.164,89.977,4,0.497,Giuliana
El cant dels ocells (Song of the Birds) (version for cello and orchestra),Pablo Casals,0.917,0.16,0.0261,0.232,9,0.113,-33.263,0,0.0517,88.549,4,0.0305,Laura
Numb,Linkin Park,0.0046,0.496,0.863,0.0,9,0.639,-4.153,1,0.0381,110.018,4,0.243,Erika
My Barn My Rules,MCR-T,0.00321,0.849,0.692,0.164,1,0.0815,-11.519,1,0.102,146.99,4,0.639,Andrea
Space Date - Pleasurekraft Remix,Adam Beyer,0.000607,0.723,0.822,0.788,10,0.112,-9.421,0,0.0452,127.007,4,0.0629,Andrea
Over,Drake,0.0109,0.325,0.848,0.0,7,0.124,-5.611,1,0.279,100.093,5,0.433,Giuliana
Black Night - 1995 Remaster,Deep Purple,0.0546,0.507,0.886,0.363,9,0.0919,-8.889,1,0.0873,134.719,4,0.826,Erika
"Liebestraum No. 3 in A-Flat Major, S. 541 / 3",Franz Liszt,0.987,0.279,0.0292,0.902,8,0.104,-26.804,1,0.0406,136.732,3,0.0338,Laura
Lay Low (Macon's HYPERTECHNO Remix),Tiësto,0.01,0.682,0.639,0.0127,5,0.376,-6.735,0,0.194,146.977,4,0.626,Andrea
Si Se Da,Myke Towers,0.374,0.83,0.71,0.0,11,0.0877,-5.523,0,0.326,93.977,4,0.703,Gianluca
Rich Flex,Drake,0.0503,0.561,0.52,1.86e-06,11,0.355,-9.342,0,0.244,153.15,3,0.424,Giuliana
Evolution - Original Mix,UMEK,0.00132,0.732,0.879,0.877,1,0.119,-6.192,1,0.0492,127.996,4,0.14,Andrea
Booty Puty,Boza,0.123,0.743,0.618,0.000316,1,0.157,-6.896,0,0.0893,167.806,4,0.633,Gianluca
Weird,Hanson,0.128,0.548,0.63,4.33e-05,10,0.116,-8.797,1,0.0265,135.697,4,0.333,Erika
BEBE,6ix9ine,0.172,0.635,0.902,0.0,0,0.125,-3.559,1,0.109,102.063,4,0.286,Gianluca
"String Sextet in D Minor, Op. 70, ""Souvenir de Florence"": I. Allegro con spirito",Pyotr Ilyich Tchaikovsky,0.894,0.352,0.235,0.675,2,0.396,-16.235,1,0.0398,109.16,1,0.329,Laura
"Turandot, SC 91, Act III: Nessun dorma!",Giacomo Puccini,0.963,0.212,0.301,0.0033,2,0.13,-12.505,1,0.0384,84.025,4,0.0798,Laura
Long Train Runnin',The Doobie Brothers,0.0916,0.575,0.912,0.00211,7,0.0562,-7.275,0,0.0393,117.399,4,0.843,Erika
MERCHO,LiL CaKe,0.431,0.838,0.79,3.33e-06,6,0.184,-1.602,0,0.108,92.927,4,0.962,Gianluca
Heineken Emblem,Sitte,0.0025,0.712,0.897,0.55,6,0.197,-5.34,0,0.113,164.058,4,0.528,Andrea
"Nuthin' But A ""G"" Thang",Dr. Dre,0.00182,0.669,0.821,0.0,11,0.147,-4.37,0,0.29,94.895,4,0.684,Giuliana
Serio (feat. Capo Plaza),Emis Killa,0.184,0.721,0.651,0.0,11,0.0722,-5.665,0,0.0871,129.904,4,0.537,Giuliana
Rave Harder Techno Bass,Mark Dekoda,0.0158,0.784,0.888,0.892,4,0.169,-6.617,0,0.165,135.995,4,0.13,Andrea
Do It For Me,GHETTYBOY$,0.152,0.877,0.367,0.256,4,0.287,-13.963,0,0.0838,121.991,4,0.143,Giuliana
3 Tage Wach,Lützenkirchen,0.0207,0.959,0.638,0.00186,1,0.0987,-6.476,1,0.157,125.0,4,0.288,Andrea
DILUVIO,Rauw Alejandro,0.343,0.845,0.795,1.78e-05,9,0.224,-3.502,0,0.0681,94.969,4,0.681,Gianluca
Scarborough Fair (Arr. Parkin for Cello and Guitar),Traditional,0.976,0.311,0.0253,0.897,2,0.123,-30.561,1,0.04,116.816,4,0.251,Laura
La player (Bandolera),Zion & Lennox,0.16,0.769,0.838,0.0,2,0.0935,-5.238,1,0.0633,93.996,4,0.602,Gianluca
Basket Case,Green Day,0.00293,0.442,0.943,8.71e-06,3,0.091,-3.205,1,0.0602,85.064,4,0.781,Erika
"Poulenc: Cello Sonata, FP 143: II. Cavatine",Francis Poulenc,0.988,0.13,0.00924,0.909,6,0.0849,-27.853,1,0.0448,77.307,4,0.0369,Laura
GHOST!,Laur3nce,0.676,0.74,0.51,0.00033,8,0.112,-10.384,0,0.0617,145.99,4,0.939,Giuliana
AMANTES,Becky G,0.109,0.736,0.77,0.0,10,0.112,-6.477,0,0.0335,135.018,4,0.837,Gianluca
Tonight,King Camil,0.183,0.687,0.664,0.0,9,0.604,-7.046,1,0.387,156.181,4,0.211,Giuliana
"Elégie in C Minor, Op. 24 (Arr. Parkin for Cello Ensemble)",Gabriel Fauré,0.966,0.115,0.0422,0.919,8,0.0896,-24.137,1,0.0404,87.855,3,0.037,Laura
Even Flow,Pearl Jam,0.00178,0.394,0.944,4.54e-06,10,0.298,-6.506,0,0.0761,105.338,4,0.265,Erika
Close Your Eyes,Alignment,5.94e-05,0.588,0.999,0.716,11,0.163,-4.212,1,0.0523,150.028,4,0.0385,Andrea
Radio Ga Ga - Remastered 2011,Queen,0.183,0.744,0.502,0.000228,5,0.189,-7.719,1,0.0359,112.344,4,0.66,Erika
Aventura,Lunay,0.223,0.729,0.726,0.0,5,0.101,-3.208,1,0.0422,92.025,4,0.876,Gianluca
Gangsta Nation,Westside Connection,0.127,0.843,0.7,0.0,9,0.876,-3.249,0,0.26,95.05,4,0.675,Giuliana
Jack,Emis Killa,0.202,0.695,0.784,0.0,2,0.0714,-4.438,0,0.187,140.025,4,0.394,Giuliana
